id,steamID,name,price,short_descritiption,genres[],publishers[],release_date
2934,910290,CRACKPOT DESPOT: TRUMP WARFARE,4.99,"Your mission is to help reunite Don Flan make it across the border to reunite with his family after being forcibly separated from them under Trump’s disastrous new immigration policy! But it won’t be an easy feat. First you’ll have to make it past Trump’s Border Wall defenses.",[],[Action/Adventure/Casual/Indie],27/8/2018
2935,910430,The War of the Worlds: Andromeda,0.99,"The world is over, get up and start the battle of revenge! With the first-person shooter of The War of the Worlds: Andromeda, load your weapons and lead your team to fight through swarms of fierce aliens. Turn the battle around through 14 epic levels of brutal combat, based on the world of H.G. Wells.",[Mediamas Europa],[Action/Indie],12/10/2018
2936,910460,Rocket of Whispers: Prologue,0,"In a chilling cellar below the apocalyptic snow, Fei Lin the witch wakes up from hibernation, and ventures into the forsaken world. Guide her through the process of escaping the cellar, and seeing the changed world for her first time.",[SIGONO INC.],[Adventure/Indie],12/9/2018
2937,910540,Moon River,3.99,"2D adventure top-down view brain-twisting game.",[Cerdeira Guillaume],[Adventure/Casual/Indie],7/1/2019
2938,910770,Slay The Dragon,2.99,"Slay the dragon is a turn based roguelike RPG game, where you must kill the dragon.",[ByteErrsLots Games],[Casual/RPG/Early Access],22/8/2018
2939,910850,Darken VR,0.99,"Set in the world of the horror/science fiction film DARKEN, DARKEN in VR lets you experience the labyrinth rooms of DARKEN - rooms that belong to the lost souls who have been sent to this strange world to be cared for by their altruistic overseer Mother Darken.",[Shaftesbury Sales Company],[Simulation],13/8/2018
2940,911180,Lost Letters (of Seraphina),3.99,"Lost Letters (of Seraphina) follows the journey of a young woman named Elle, a scavenger of electronics, through a post-internet world, taking place in the township of Seraphina. As she explores each environment, she uncovers more about the history of Seraphina.",[Wicked Alley],[Adventure/Casual/Indie],31/10/2018
2941,911500,Antox vs. Free Radicals,0.99,"The real war is in you! Gird your loins for the strategic safeguarding and defense of your immune system. Learn and teach children one of the biggest warfare formations in the universe.",[Greenlynx],[Action/Adventure/Casual/RPG/Simulation/Strategy],13/11/2018
2942,911630,Unexpected Circumstances,0.99,"Use WSAD keys to move and mouse to look. It's simple. Our fearless hero-androir get stucked into the labyrinth.You are to help him to find the way. You'll come across incessant mazes and you are to overcome it. You'll need a planty of patience to find the way out and don't die on your way. Good Luck on Your journey!",[Vitali Stsiapko],[Adventure/Casual/Indie],18/8/2018
2943,911760,Fruit Tower Defense,3.99,"Fruit Tower Defense is a strategy video game consistsing of 15 levels across 5 worlds, with each world hand-drawn and designed by a different artist, giving each world a unique feel. Fruit Tower Defense is ad free and does not contain in-game purchases.",[Fratboy Entertainment],[Adventure/Casual/Indie/Strategy],15/8/2018
2944,911880,Caramba!,0.99,"In this game, you have to train your memory and find the treasures of the captain.",[Russian Pirates],[Adventure/Casual/Indie],14/8/2018
2945,912250,Simplex Mundi,0,"Your spaceship shattered on an unknown alien planet. All around you there are harmful robots. Will you find a way out? Explore a stunning world full of dangers in this unique FPS and fight for your survival!",[PixelKiln],[Action/Adventure/Casual/Free to Play/Indie],9/9/2018
2946,912260,Gallery One,0,"Help Ignatius Belafonte to re-establish the Art Gallery of his Father. Create true Art by rolling your paintball all over the outdated masterpieces!",[Tim Rachor],[Casual],10/8/2018
2947,912790,Meteor,0.99,"Meteorites are very close , Explode it.",[Nidal alshawwaf],[Action/Adventure/Racing/RPG],8/9/2018
2948,913250,Mimic,0.99,"If you're stuck in deep darkness, you need to make a sound. But something in the dark will follow you through your voice. In order to escape from the house, you have to find levers hidden all over the house.",[Mimic],[Indie],24/8/2018
2949,913270,We Are Terror: The First Days,0,"Four chapters, each drawing closer to the great worldwide war between Man and Myth. Each allowing you to experience how the war begins! A reading adventure where you make choices to help the protagonist of each chapter survive, but at the same time, the wrong choices offer their own rewards.",[HDamas],[Free to Play],1/9/2018
2950,913280,Pranky Cat,9.99,"'Pranky cat' - a fun arcade game. The main character is a teenage cat, he likes to play adults!He secretly sneaks into various institutions and makes cute pranks, irritating local workers.",[FastGame],[Adventure/Casual/Indie/Racing/Simulation/Sports/Strategy],28/11/2018
2951,913440,Mahjongg The Ultimate Collection 2,6.99,"The ultimate collection of Mahjongg games features 15 game variations, 30 tile sets, 150 backgrounds, and 125 tile layouts.",[Gunnar Games],[Casual],13/8/2018
2952,913550,I wanna be the Creator,5.99,"这是一款可以自制关卡的类 i wanna 游戏，在里面你可以体验到各种千奇百怪的关卡，同样也可以创作出属于你自己的关卡。",[HeyBox Games],[Action/Casual/Indie],15/11/2019
2953,913570,Cave under Richmordnom,0.99,"Cave under Richmordnom is a hardcore indie project and RPG elements, with a third-person view. Events which unfold in a small area, not far from the native village of the main character.",[Drymir],[Adventure/Indie/RPG],23/8/2018
2954,913740,WORLD OF HORROR,14.99,"Experience the quiet terror of this 1-bit love letter to Junji Ito and H.P. Lovecraft. Navigate a hellish roguelite reality with turn-based combat and unforgiving choices. Experiment with your deck of event cards to discover new forms of cosmic horror in every playthrough. The inevitable awaits...",[Ysbryd Games],[Indie/RPG/Early Access],20/2/2020
2955,913830,Slime Age: Parody MMORPG Clicker,0.99,"The slime era has arrived!Slimes have captured all locations and hold valuable loot for adventurers!Which slime catches your fancy? Classic pink, slime-dog, or cat slime? Or perhaps slime-panda?",[Andrew Chuprina],[Casual/Simulation],22/8/2018
2956,914690,Hentai Shooter 3D,0.49,"'Hentai Shooter 3D' - First person shooter with spirit of good old days .",[КиКо],[Action],1/9/2018
2957,915160,Anime Girl Or Boy?,0.49,"Here comes a new game from the 'Anime Girl Or? series' and this time you need to distinguish and choose anime girls and boys",[Ghost_RUS Games],[Casual/Indie],15/8/2018
2958,915430,Triteckka: The pure shooter,7.99,"The First Bullet Storm 3D Shooting Game Under Single Development. Dodging and shoot'em up game for everyone! Easy control but hard to clear the game! Experience the game that you have not played before! This will be a totally unique gameplay. This game is still under development. Please take this into consideration when purchasing.",[1MP],[Action/Casual/Indie/Early Access],30/9/2018
2959,915730,Catch The Kids: Priest Simulator Game,3.99,"Catch The Kids: Priest adventure game about Father Nick, who loves to save kids from the sin",[],[Action/Adventure/Casual/Indie/Simulation],1/3/2019
2960,915760,Aether Drift,12.99,"Aether Drift is an Arena-Based Bullet Hell Arcade game with an emphasis on speed and intensity. Fight your friends in intense Multiplayer battles, or work together to defeat Mobius's army! The game's endless Arcade mode ramps up difficulty over time, and challenges and cheatcodes keep things fresh and exciting!",[Toxic Sasquatch LLC],[Action/Indie],27/8/2018
2961,915770,People Cu3ed,9.99,"Join your cuboidal friends as you represent the 3rd dimension in the 'Interdimensional Games' - a VR game like no other - you'll find yourself leaving your boring human shape behind!",[Whitway Studios],[Action/Adventure/Casual/Indie],7/11/2018
2962,915810,Midnight Ghost Hunt,19.99,"A chaotic multiplayer hide-and-seek game. Possess seemingly harmless objects as Ghosts or chase them down as Hunters before the clock strikes midnight!",[Coffee Stain Publishing],[Action/Indie/Early Access],31/3/2022
2963,915850,Super Hiking League DX,9.99,"Super Hiking League DX is a 2D platformer like no other! Race against a friend or the advanced AI to reach the top in split screen direct combat. Features an easy to use but hard to master elastic rope, single player mode, vs mode and time attack mode!",[Bit Ink Studios],[Action/Adventure/Casual/Indie],18/2/2020
2964,916120,Rascals,0.99,"Welcome to the wonderful world of Rascals, the VR board game where you take first person control of your pieces to play tricks on the opposition. It plays much like any other board game where you throw dice to move your pieces, until you sneak up on one of your opponents and shoot him in the head.",[Ninja Whale Studios],[Action/Strategy],17/10/2018
2965,916510,Running Man 3D Part2,0.99,"If you want to relax and rest, this game is for you.Go through the levels collecting all the balls and soon run to the finish.Good luck!",[GGaming],[Adventure/Indie/Simulation],23/8/2018
2966,916900,Paperbark,8.99,"Paperbark is a charming game that tells a beautiful short story of a wombat, the bush and a very hot Australian Summer.",[Paper House],[Adventure/Casual/Indie],12/12/2018
2967,917200,Kill the Dictator,4.99,"This is a casual strategy simulation game. The game's goal is to overthrow the dictator as the rebel force, or to suppress the rebels as the government army.",[Afeel inc],[Indie/Strategy],6/11/2018
2968,917240,Heavy Dreams,0,"A boy. A laptop. A dream. In this game, you search through a young teenager's laptop, trying to find out his story. Solve hidden puzzles and read between the lines that he wrote in your quest to unravel the mystery of Jay Zhang.",[JMC Games],[Adventure/Indie/Simulation],1/9/2018
2969,918180,Test your knowledge: Cats,3.99,"Is a test game that will test your knowledge of different cat breeds. Do you know how to look like a variety of cat breeds? Havana, Somalia, Oriental, Peterbald, Maine Coon, Pixibob and many others. Test yourself with our interesting test",[Laush Studio],[Casual/Indie],27/8/2018
2970,918680,Castle of Venia,3.99,"Castle of Venia, a platform with a classic flavor of the 90s, relive a cult, inspired by the legendary Super Ghouls 'n Ghosts and Castlevania, Dress in the role of a mysterious hero who will end the tyranny of the powerful demon Venia.",[Droid Riot],[Action/Adventure/Casual/Indie],22/8/2018
2971,918740,Flat Trip,0,"Flat Trip is a small platformer adventure, set in the doodly world of Flat Land – the weirdest place of all. Simple gameplay mechanics with challenging gameplay moments, interesting looking graphics and an awesome soundtrack – those are the core features of this game.",[Dmitriy Mamaev],[Indie],3/10/2018
2972,918900,Girls Dance VR,1.79,"Girls invite you to their world. Play custom mode, become choreographer, chose girl, change her outfit, and the surrounding for the beautiful dancer. Join them and admire their beautiful movements in a dance. Sit comfortably in your armchair, put on VR googles and relax.",[Girls Dance Studio],[Sexual Content/Nudity/Action/Casual/Indie/Simulation],24/8/2018
